"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed"
"Struff J-L.",1497.18430912616,1,1496.30527105928,1,1500,0,1500,0,1500,0,"GER","R"
"Artunedo Martinavarro A.",1489.64020238343,1,1489.5326580108,1,1500,0,1500,0,1500,0,"ESP","R"
"Lama G.",1488.73433723551,1,1500,0,1500,0,1490.25464590447,1,1500,0,"CHI","R"
"Krstin P.",1484.82296926229,2,1484.89490874216,2,1500,0,1500,0,1500,0,"SRB","R"
"Hank T.",1494.51647728684,1,1494.35054205431,1,1500,0,1500,0,1500,0,"BOT","U"
"Khaddari H.",1490.72716753191,1,1500,0,1500,0,1492.33589802011,1,1500,0,"MAR","R"
"Ciorcila P.",1491.06802981847,1,1500,0,1500,0,1488.33128770843,1,1500,0,"ROU","R"
"Travaglia S.",1490.56993086052,1,1500,0,1500,0,1490.41512176597,1,1500,0,"ITA","U"
"Vaisse M.",1492.86682769938,1,1500,0,1500,0,1487.79490480086,1,1500,0,"FRA","U"
"Lokoli L.",1480.05001675719,2,1488.63521579732,1,1500,0,1489.27432923566,1,1500,0,"FRA","R"
"Coppejans K.",1492.36405271682,1,1500,0,1493.17689302164,1,1500,0,1500,0,"BEL","R"
"Smethurst D.",1496.71182034262,1,1500,0,1492.02565917368,1,1500,0,1500,0,"GBR","U"
"Thompson C.",1489.86454371604,1,1500,0,1489.26817472452,1,1500,0,1500,0,"CAY","U"
"Krueger M.",1488.22435004159,1,1500,0,1488.88665359294,1,1500,0,1500,0,"GER","U"
"Pasha N.",1490.28147811714,1,1489.94346058507,1,1500,0,1500,0,1500,0,"USA","U"
"De Paula F.",1489.30015630764,1,1500,0,1500,0,1489.39473785795,1,1500,0,"BRA","R"
"Galovic V.",1492.35400061987,1,1500,0,1500,0,1492.54871668468,1,1500,0,"ITA","R"
"Schnur B.",1493.50718924856,1,1492.56503501773,1,1500,0,1500,0,1500,0,"CAN","R"
"Giron M.",1484.86083497124,2,1485.93113118463,2,1500,0,1500,0,1500,0,"USA","R"
"Mcgee J.",1488.1806327521,1,1489.00678796236,1,1500,0,1500,0,1500,0,"IRL","R"
"Takeuchi K.",1488.50864006326,1,1488.37604527889,1,1500,0,1500,0,1500,0,"JPN","L"
"Burquier G.",1492.99187938715,1,1488.0005066829,1,1500,0,1500,0,1500,0,"FRA","L"
"Gao X.",1489.76896907538,1,1490.87333358572,1,1500,0,1500,0,1500,0,"CHN","U"
"Ouyang B.",1492.95534473074,1,1488.9425034281,1,1500,0,1500,0,1500,0,"CHN","L"
"Gerasimov E.",1489.47126068692,1,1489.34835912623,1,1500,0,1500,0,1500,0,"BLR","R"
"Herbert P-H.",1489.26149333942,1,1488.93716451731,1,1500,0,1500,0,1500,0,"FRA","R"
"Baluda V.",1494.57509223439,1,1494.16488726118,1,1500,0,1500,0,1500,0,"RUS","R"
"Gombos N.",1489.0699510348,2,1487.28169124599,2,1500,0,1500,0,1500,0,"SVK","R"
"Prashanth V.",1500,0,1500,0,1500,0,1500,0,1500,0,"IND","R"
"Escobar G.",1500,0,1500,0,1500,0,1500,0,1500,0,"ECU","L"
"Androic T.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","R"
"Quigley E.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U"
"Martin F.",1500,0,1500,0,1500,0,1500,0,1500,0,"MEX",""
"Bolt A.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","L"
"Giustino L.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R"
"Silva F.",1500,0,1500,0,1500,0,1500,0,1500,0,"BRA","U"
"Lestienne C.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R"
"Vega Hernandez D.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R"
"Ilkel C.",1500,0,1500,0,1500,0,1500,0,1500,0,"TUR","R"
"Gaio F.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R"
"Hamou M.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R"
"Gigounon G.",1500,0,1500,0,1500,0,1500,0,1500,0,"BEL","R"
"Marterer M.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","L"
"Trevisan M.",1500,0,1500,0,1500,0,1500,0,1500,0,"POR","U"
"Eubanks C.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U"
"King D.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","U"
"Shane R.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U"
"Shyla Y.",1500,0,1500,0,1500,0,1500,0,1500,0,"BLR","R"
"Uchiyama Y.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","R"
"Niki T.",1500,0,1500,0,1500,0,1500,0,1500,0,"JPN","U"
"Miedler L.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R"
"Anderson O.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUS","U"
"Zayid M. S.",1500,0,1500,0,1500,0,1500,0,1500,0,"QAT","U"
"Tearney F.",1500,0,1500,0,1500,0,1500,0,1500,0,"NZL","R"
"Lazov A.",1500,0,1500,0,1500,0,1500,0,1500,0,"BUL","U"
"Kuzmanov D.",1500,0,1500,0,1500,0,1500,0,1500,0,"BUL","R"
"Mmoh M.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","R"
"Patino L.",1500,0,1500,0,1500,0,1500,0,1500,0,"MEX","R"
"Gomez L.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U"
"Ahouda A.",1500,0,1500,0,1500,0,1500,0,1500,0,"MAR","U"
"Cachin P.",1500,0,1500,0,1500,0,1500,0,1500,0,"ARG","R"
"Linzer M.",1500,0,1500,0,1500,0,1500,0,1500,0,"AUT","R"
"Caruso S.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R"
"Sonego L.",1500,0,1500,0,1500,0,1500,0,1500,0,"ITA","R"
"Ortega-Olmedo R.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U"
"Samper-Montana J.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U"
"Barrere G.",1500,0,1500,0,1500,0,1500,0,1500,0,"FRA","R"
"Choinski J.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","R"
"Arvidsson I.",1500,0,1500,0,1500,0,1500,0,1500,0,"SWE","R"
"Simonsson F.",1500,0,1500,0,1500,0,1500,0,1500,0,"SWE","R"
"Moeller M.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","U"
"Nikles J.",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","R"
"Bellier A.",1500,0,1500,0,1500,0,1500,0,1500,0,"SUI","U"
"Santillan A.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","U"
"Serdarusic N.",1500,0,1500,0,1500,0,1500,0,1500,0,"CRO","U"
"Lopez-Perez E.",1500,0,1500,0,1500,0,1500,0,1500,0,"ESP","R"
"Smith A.",1500,0,1500,0,1500,0,1500,0,1500,0,"USA","U"
"Van Rijthoven T.",1500,0,1500,0,1500,0,1500,0,1500,0,"NED","R"
"Myneni S.",1500,0,1500,0,1500,0,1500,0,1500,0,"IND","R"
"Ivashka I.",1500,0,1500,0,1500,0,1500,0,1500,0,"BLR","R"
"Maden Y.",1500,0,1500,0,1500,0,1500,0,1500,0,"GER","U"
"De Loore J.",1500,0,1500,0,1500,0,1500,0,1500,0,"BEL","R"
