"playername","id","Ratings","games","games_won","Hard_Ratings","Hard_games","Hard_games_won","Grass_Ratings","Grass_games","Grass_games_won","Clay_Ratings","Clay_games","Clay_games_won","Carpet_Ratings","Carpet_games","Carpet_games_won","NotHard_Ratings","NotHard_games","NotHard_games_won","Bo3_Ratings","Bo3_games","Bo3_games_won","Bo5_Ratings","Bo5_games","Bo5_games_won"
"monteiro t",778,1536.4003380036,12,6,1474.95065466987,2,0,1500,0,0,1557.81352135945,10,6,1500,0,0,1559.32146180118,10,6,1534.36303064767,12,6,1500,0,0
"moodie w",779,1563.52862525151,110,47,1545.6218207695,77,34,1496.32469679181,21,9,1464.75625872613,5,1,1497.95492884411,7,3,1491.13226107497,33,13,1543.76810441699,95,41,1502.19075890933,15,6
"mor l",780,1487.30934559922,1,0,1487.64918591405,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.23488231109,1,0,1500,0,0
"moraru g",781,1476.82902684867,2,0,1500,0,0,1500,0,0,1478.06251148133,2,0,1500,0,0,1477.30576146554,2,0,1475.87353689506,2,0,1500,0,0
"moretti h",782,1488.63832896601,1,0,1500,0,0,1500,0,0,1488.53488575578,1,0,1500,0,0,1488.53488575578,1,0,1488.09314859492,1,0,1500,0,0
"moriya h",783,1479.77726619432,11,2,1474.89766763252,10,2,1493.6638198636,1,0,1500,0,0,1500,0,0,1494.80202846153,1,0,1496.88928157844,8,2,1474.65857079613,3,0
"morrison j",784,1459.14247054805,85,32,1462.01769849853,65,25,1467.35379109946,16,6,1483.20514527452,4,1,1500,0,0,1454.33871493587,20,7,1484.42676012858,73,29,1442.85870257787,12,3
"moser f",785,1482.02687469456,2,0,1487.5,1,0,1488.7783046609,1,0,1500,0,0,1500,0,0,1493.97915763806,1,0,1480.96404299236,2,0,1500,0,0
"mota b",786,1493.04141504719,3,1,1500,0,0,1500,0,0,1487.25770113251,3,1,1500,0,0,1489.83152715148,3,1,1491.80055634104,3,1,1500,0,0
"motomura g",787,1424.09289176664,20,5,1425.79451514171,17,4,1487.63643602396,3,1,1500,0,0,1500,0,0,1489.90687841981,3,1,1434.81738028355,18,5,1477.28130255229,2,0
"moya c",788,1586.77325479689,560,363,1606.32719110207,250,150,1496.18383260304,12,5,1620.37653824034,287,202,1523.27040127706,11,6,1612.44476095251,310,213,1615.17000466087,475,312,1576.2833014709,85,51
"moyano d",789,1474.32255968926,2,0,1500,0,0,1500,0,0,1474.79987348833,2,0,1500,0,0,1474.68025283855,2,0,1474.79333972583,2,0,1500,0,0
"muller g",790,1774.9457471339,321,159,1709.06069151864,216,110,1612.73372017539,58,30,1481.40718466345,40,17,1460.43839565927,7,2,1637.91803079718,105,49,1771.36081361877,260,132,1551.08300553093,61,27
"munar j",791,1492.15937027012,4,1,1500,0,0,1500,0,0,1486.47729228373,4,1,1500,0,0,1486.01289020375,4,1,1490.19704570999,4,1,1500,0,0
"munoz de la nava d",792,1407.02936585667,37,9,1489.23157955632,10,3,1500,0,0,1397.63781948901,27,6,1500,0,0,1397.17280099443,27,6,1426.10926192367,32,9,1448.0174322293,5,0
"murray a",793,2234.22718258076,759,589,2113.57272717745,501,393,1935.04587847414,106,89,1998.346808412,128,89,1634.64061062885,24,18,2102.45802003392,258,196,2173.44879750639,546,416,2023.25981925304,213,173
"muster t",794,1470.74516782154,3,0,1474.58753922738,2,0,1500,0,0,1492.34727025763,1,0,1500,0,0,1494.5661579381,1,0,1470.87802102911,3,0,1500,0,0
"mutis o",795,1462.42798038282,60,24,1430.41026719808,15,3,1487.44708412932,5,2,1516.14904590654,39,19,1487.09564005016,1,0,1504.59997831865,45,21,1455.45727204753,48,19,1490.03945749993,12,5
"myneni s",796,1492.23792051761,1,0,1487.54482156411,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.87986865697,1,0
"nadal parera r",797,1497.87346422265,2,1,1500,0,0,1500,0,0,1500.8683590741,2,1,1500,0,0,1500.65099381632,2,1,1497.37475363161,2,1,1500,0,0
"nadal r",798,1993.43536691449,943,773,1900.40938116456,474,361,1736.83955174923,75,58,2106.3697610461,380,347,1526.79292052035,14,7,2057.44774081322,469,412,1988.73946587158,700,562,1989.55165360758,243,211
"nader m",799,1486.59660869203,1,0,1487.15691397939,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.6454481149,1,0,1500,0,0
"nalbandian d",800,1751.03606301274,537,357,1745.7406466431,262,168,1640.34169971101,42,29,1722.88141745565,189,125,1728.39019527116,44,35,1748.71978435032,275,189,1760.33450755679,409,269,1663.04451001496,128,88
"nam h w",801,1471.55841775744,2,0,1472.73819447954,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1471.98413369427,2,0,1500,0,0
"nargiso d",802,1550.55720747875,11,8,1501.1638107866,2,1,1500,0,0,1556.91895841036,9,7,1500,0,0,1555.9522197125,9,7,1552.41173213968,11,8,1500,0,0
"naso g",803,1437.62006987113,14,3,1500,0,0,1500,0,0,1428.6045739011,14,3,1500,0,0,1427.21528458052,14,3,1437.99654388704,14,3,1500,0,0
"navarra m",804,1488.82668476427,1,0,1500,0,0,1500,0,0,1490.10870128481,1,0,1500,0,0,1489.76197381493,1,0,1489.48377664524,1,0,1500,0,0
"navarro pastor i",805,1466.73718923779,100,35,1421.10001455214,24,5,1472.32455651152,17,6,1477.46278751264,58,24,1491.70335550936,1,0,1478.84974926615,76,30,1470.57973032943,89,33,1455.57066102646,11,2
"navarro s",806,1499.38509003196,5,2,1500,0,0,1500,0,0,1496.72976800906,5,2,1500,0,0,1498.00783146257,5,2,1496.9543015848,5,2,1500,0,0
"nedelko i",807,1478.96669440258,2,0,1474.71962298893,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1478.69180053759,2,0,1500,0,0
"nedovyesov a",808,1421.88228994489,23,4,1458.22693722128,11,2,1468.09375095356,3,0,1457.18360345108,9,2,1500,0,0,1432.12121832962,12,2,1415.29314643645,15,2,1484.75880471617,8,2
"nedovyesov o",809,1487.53808128189,1,0,1488.26089486621,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.32829722694,1,0,1500,0,0
"nedunchezhiyan j",810,1485.79439571408,1,0,1486.16511191153,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.38184966258,1,0,1500,0,0
"nestor d",811,1440.6801855661,26,8,1447.53570918752,15,4,1478.80212385948,10,4,1500,0,0,1487.5,1,0,1472.94715590276,11,4,1411.16384658069,17,3,1517.09733385903,9,5
"neumuller i",812,1489.33342981441,1,0,1500,0,0,1500,0,0,1487.08592055553,1,0,1500,0,0,1488.91605173094,1,0,1489.50716261558,1,0,1500,0,0
"nielsen f",813,1402.41181839332,10,0,1431.83207869234,6,0,1463.29879797995,3,0,1492.40235667741,1,0,1500,0,0,1457.91664306222,4,0,1404.02597649325,9,0,1487.10588892777,1,0
"nielsen m",814,1439.01816590844,9,1,1435.00539700709,9,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1438.07615415528,9,1,1500,0,0
"niemeyer f",815,1466.4011732512,20,4,1443.81790278922,17,3,1489.16908791275,3,1,1500,0,0,1500,0,0,1497.00219658683,3,1,1455.22846005959,18,3,1500.33735301373,2,1
"nieminen j",816,1542.17364693654,692,358,1538.2226365115,424,222,1481.97425261204,55,24,1539.24358301547,183,97,1527.5591685778,30,15,1529.43320830502,268,136,1521.09489497588,584,304,1559.24367434824,108,54
"nijaki r",817,1488.70541914884,1,0,1500,0,0,1500,0,0,1488.8092905224,1,0,1500,0,0,1488.58526769132,1,0,1487.17656988033,1,0,1500,0,0
"niki t",818,1487.59166643899,1,0,1487.52566551438,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.53379440209,1,0,1500,0,0
"nikles j",819,1489.26504409647,1,0,1500,0,0,1500,0,0,1487.43868373652,1,0,1500,0,0,1488.73840198734,1,0,1489.31834815984,1,0,1500,0,0
"niland c",820,1479.64660816886,3,0,1499.29913870861,1,0,1487.72467288199,1,0,1487.34679194792,1,0,1500,0,0,1474.88361804727,2,0,1490.10029032954,1,0,1484.90664186577,2,0
"nishikori k",821,1978.09335431085,412,276,1914.94480404437,288,193,1629.19508143474,41,24,1871.98806595026,83,59,1500,0,0,1892.54592252077,124,83,1944.31643069139,324,216,1814.01295226181,88,60
"nishioka y",822,1515.15000399081,29,11,1509.74106693775,26,11,1475.72593179198,2,0,1496.90286434645,1,0,1500,0,0,1473.04937262469,3,0,1530.39712603124,22,10,1453.72536901401,7,1
"norby r",823,1485.92038330481,1,0,1485.14443921914,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.18618896629,1,0,1500,0,0
"norman d",824,1426.60326178405,54,14,1441.17872023742,16,3,1474.10173534396,19,7,1418.26153372171,16,3,1486.99973631636,3,1,1433.62645354175,38,11,1421.13700126282,40,10,1449.48707739779,14,4
"norman m",825,1502.01658831061,182,107,1553.06729966776,106,65,1500.01671385569,2,1,1496.45882708754,73,41,1487.09831339114,1,0,1486.92777437897,76,42,1516.08771530592,153,88,1545.26010282223,29,19
"novak d",826,1477.28995237211,5,1,1491.01966619341,1,0,1500,0,0,1483.28705554795,4,1,1500,0,0,1482.62294395546,4,1,1479.34203549456,5,1,1500,0,0
"novak j",827,1609.46745952991,358,212,1661.3628273821,175,105,1520.08532609071,27,14,1591.57664801721,124,76,1527.50808950884,32,17,1556.56322575575,183,107,1572.3537106083,291,170,1619.54311576926,67,42
"novikov d",828,1479.70957014105,11,3,1479.11747717538,7,2,1473.99315919875,4,1,1500,0,0,1500,0,0,1481.56553926232,4,1,1468.424258017,7,1,1503.81292251795,4,2
"nunez e",829,1488.33080475923,1,0,1487.45068296401,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.11207052877,1,0,1500,0,0
"o brien a",830,1448.83715329512,11,3,1450.80092695072,8,2,1501.14695515403,2,1,1500,0,0,1487.05047029068,1,0,1489.34094145808,3,1,1465.31426358983,7,2,1475.54415415539,4,1
"o neal j",831,1484.54937753506,1,0,1485.08602759547,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.64052273506,1,0,1500,0,0
"odesnik w",832,1520.37604823925,97,40,1464.25407821263,61,22,1443.17261304828,5,0,1589.36024675916,31,18,1500,0,0,1542.4679514916,36,18,1556.60426619254,76,35,1422.6262885595,21,5
"ogorodov o",833,1477.97123714362,12,4,1474.22315537396,9,3,1500,0,0,1500.1080871655,3,1,1500,0,0,1498.99429908584,3,1,1469.86673575953,10,3,1499.34928640066,2,1
"okun n",834,1419.01638514847,62,20,1426.82881801774,47,16,1441.80561650491,7,1,1502.24397454976,4,2,1481.86314628263,4,1,1437.04951577142,15,4,1422.15936004083,53,18,1452.29017765007,9,2
"olaso g",835,1490.94292086186,6,2,1485.71955345647,1,0,1500,0,0,1497.5318806555,5,2,1500,0,0,1498.23527543185,5,2,1489.41569439938,6,2,1500,0,0
"olejniczak d",836,1470.88866451261,3,0,1500,0,0,1487.87319931459,1,0,1480.94650389183,2,0,1500,0,0,1472.02786950183,3,0,1476.90884457716,2,0,1487.34831083501,1,0
"olguin l",837,1493.07012164319,1,0,1500,0,0,1500,0,0,1492.92691764391,1,0,1500,0,0,1492.15732072949,1,0,1492.2510594183,1,0,1500,0,0
"olivetti a",838,1486.81196942084,14,5,1516.69359263197,11,5,1474.93618647209,2,0,1488.4587164505,1,0,1500,0,0,1464.15899465309,3,0,1517.55857259979,11,5,1461.45208283385,3,0
"olivo r",839,1561.77075115479,23,12,1487.83563458743,3,1,1500,0,0,1558.87301920462,20,11,1500,0,0,1558.13756207215,20,11,1556.87465829881,21,11,1497.84889947922,2,1
"oncins j",840,1486.14221537145,1,0,1487.29141496399,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.67879578169,1,0,1500,0,0
"ondruska m",841,1445.77200983015,8,1,1445.50741162142,5,0,1487.5,1,0,1507.7927620527,2,1,1500,0,0,1494.30569463457,3,1,1438.63195662452,5,0,1488.21777391325,3,1
"onoda m",842,1449.757997464,4,0,1451.35010006477,4,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1450.8935314004,4,0,1500,0,0
"opelka r",843,1547.85942337231,10,5,1548.45549452645,9,5,1500,0,0,1489.59366549709,1,0,1500,0,0,1492.77946774769,1,0,1542.00587995919,10,5,1500,0,0
"ortega olmedo r",844,1490.92664343672,1,0,1500,0,0,1500,0,0,1489.58590275838,1,0,1500,0,0,1489.74338243592,1,0,1489.92092540029,1,0,1500,0,0
"ortegren j",845,1500.97314754356,2,1,1502.20597498572,2,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1501.07746330445,2,1,1500,0,0
"oswald p",846,1482.00043487073,4,1,1490.72667834262,1,0,1500,0,0,1489.11088836604,3,1,1500,0,0,1489.55882563719,3,1,1481.24220918276,4,1,1500,0,0
"ouahab l",847,1474.83535030068,13,4,1478.17194920882,2,0,1500,0,0,1488.22683737022,11,4,1500,0,0,1488.11963141804,11,4,1481.71770653015,12,4,1488.00023710199,1,0
"ouahabi t",848,1489.66712838443,1,0,1500,0,0,1500,0,0,1488.75342279908,1,0,1500,0,0,1487.7827894886,1,0,1489.63475578085,1,0,1500,0,0
"ouanna j",849,1515.55691596831,26,9,1477.95254728821,11,3,1500,0,0,1484.99647219106,11,4,1507.06893758209,4,2,1510.84870025189,15,6,1488.03038613798,17,5,1512.38791985057,9,4
"oudsema s",850,1481.15879577155,5,1,1490.83451548586,4,1,1489.23657933048,1,0,1500,0,0,1500,0,0,1487.88515699556,1,0,1480.85440634946,5,1,1500,0,0
"ouyang b",851,1491.89663591112,1,0,1486.60374017051,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1492.13569319036,1,0,1500,0,0
"paes l",852,1432.51669626734,14,4,1441.28249139785,11,3,1501.69471715219,2,1,1487.05047029068,1,0,1500,0,0,1485.80182743675,3,1,1429.1532594273,10,2,1499.07474857783,4,2
"paire b",853,1572.12674369732,258,121,1552.85422901991,134,60,1468.32984086146,24,10,1618.84387584527,100,51,1500,0,0,1584.22348481043,124,61,1565.69425258545,211,98,1556.83722635792,47,23
"palmer j",854,1510.72137891448,4,2,1517.84404858848,3,2,1487.5,1,0,1500,0,0,1500,0,0,1487.83314886987,1,0,1509.64385974477,4,2,1500,0,0
"panfil g",855,1485.90510632571,1,0,1500,0,0,1500,0,0,1486.64334792694,1,0,1500,0,0,1485.99999539654,1,0,1485.40536025353,1,0,1500,0,0
"parada f",856,1484.24013000268,2,0,1500,0,0,1500,0,0,1486.8033692251,2,0,1500,0,0,1485.39024242097,2,0,1485.31390397736,2,0,1500,0,0
"parmar a",857,1458.57930565409,37,13,1466.7930545394,11,3,1456.82768897743,25,10,1500,0,0,1487.17366431058,1,0,1456.25822555564,26,10,1475.8874425088,29,11,1463.04199236228,8,2
"pasha n",858,1488.51696959341,1,0,1488.01561264629,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.7289922161,1,0,1500,0,0
"pashanski b",859,1454.46460222977,72,24,1494.56432264326,16,6,1468.19066109382,3,0,1445.10664736281,51,17,1499.73729867714,2,1,1431.0298382981,56,18,1480.58985030292,63,23,1431.98637378043,9,1
"patience o",860,1412.81331813785,79,26,1416.48400873851,18,4,1497.77891651896,6,3,1436.74424676645,54,19,1487.01405543238,1,0,1429.41538175267,61,22,1418.79030102293,59,20,1432.51064999232,20,6
"patino l",861,1490.57958708259,1,0,1487.3585969868,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1490.29631407653,1,0,1500,0,0
"patriarca d",862,1487.5,1,0,1500,0,0,1500,0,0,1487.5,1,0,1500,0,0,1487.5,1,0,1487.5,1,0,1500,0,0
"paul t",863,1467.03647308669,6,1,1460.11721966629,4,0,1500,0,0,1501.5403965752,2,1,1500,0,0,1500.53459547361,2,1,1470.61604623837,5,1,1491.90434471793,1,0
"pavel a",864,1477.46938150003,361,182,1449.01838627111,166,81,1472.48587983867,35,16,1555.99243119211,130,71,1493.71408596624,30,14,1509.00271430749,195,101,1505.6489920856,301,153,1489.65914195899,60,29
"pavic a",865,1467.23346987609,13,3,1474.51337516605,5,1,1489.05231277045,6,2,1482.74582574521,2,0,1500,0,0,1473.23742195926,8,2,1460.73212158101,10,2,1499.16528147577,3,1
"pavic m",866,1473.07553700902,11,3,1488.44138474791,1,0,1487.77192098647,5,2,1482.83039536777,5,1,1500,0,0,1471.88593008741,10,3,1471.75571685755,11,3,1500,0,0
"pavlasek a",867,1507.78368842629,6,3,1491.29511174853,1,0,1500,0,0,1515.90672830482,5,3,1500,0,0,1516.53760408847,5,3,1500.74641644013,4,2,1505.30871537719,2,1
"pedroso a",868,1492.70596669682,1,0,1492.59664682382,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1493.28030748533,1,0,1500,0,0
"peliwo f",869,1490.32364867829,6,2,1490.06785631739,4,1,1500,0,0,1505.24622813168,2,1,1500,0,0,1504.82533128694,2,1,1490.43465743116,6,2,1500,0,0
"pella g",870,1534.45421063499,68,25,1494.0911223546,26,8,1462.47783896914,4,0,1538.32573498074,38,17,1500,0,0,1516.44308503295,42,17,1519.53614717797,54,21,1486.98579368539,14,4
"peppas s",871,1490.51645790522,1,0,1500,0,0,1500,0,0,1491.86003385844,1,0,1500,0,0,1490.99932322666,1,0,1490.27335453048,1,0,1500,0,0
"peralta j",872,1487.43578038567,1,0,1500,0,0,1500,0,0,1488.96720627435,1,0,1500,0,0,1488.19981421109,1,0,1487.12486743061,1,0,1500,0,0
"perez d",873,1447.53986083006,7,1,1500,0,0,1500,0,0,1443.57848855819,7,1,1500,0,0,1444.96158980133,7,1,1458.06631064503,6,1,1487.09378297823,1,0
"peric t",874,1489.48814707945,1,0,1500,0,0,1500,0,0,1489.99471879552,1,0,1500,0,0,1488.73723244873,1,0,1489.16258143435,1,0,1500,0,0
"perry t",875,1488.19835022987,1,0,1487.61516662242,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.09148997889,1,0
"pescariu d",876,1490.5527706032,3,1,1500,0,0,1500,0,0,1491.9735992812,3,1,1500,0,0,1491.25117717237,3,1,1491.48502672416,3,1,1500,0,0
"peschek d",877,1488.36492282123,1,0,1500,0,0,1500,0,0,1487.21912092491,1,0,1500,0,0,1488.71469240311,1,0,1488.28614387785,1,0,1500,0,0
"pescosolido s",878,1464.0299529439,7,1,1493.7501817614,1,0,1490.26689943216,3,1,1470.40180829918,3,0,1500,0,0,1463.13401159278,6,1,1456.36121349862,5,0,1499.77282303884,2,1
"petrovic d",879,1456.33625165601,8,2,1473.69739977226,4,1,1476.69705692732,4,1,1500,0,0,1500,0,0,1479.59392007398,4,1,1492.13295983411,5,2,1462.23357955609,3,0
"petzschner p",880,1555.5642278789,188,86,1535.11884547026,110,51,1567.06675454628,37,19,1490.11553806084,39,16,1474.75403229987,2,0,1560.16916812632,78,35,1588.34268296257,153,71,1490.19501579604,35,15
"peya a",881,1403.34798198702,63,18,1454.14274005346,21,6,1418.85475980907,15,3,1431.46178001671,22,6,1519.28387246734,5,3,1397.28601864197,42,12,1418.93050421903,52,15,1456.61633139192,11,3
"pfeiffer k",882,1491.01145136183,1,0,1500,0,0,1500,0,0,1490.38448086801,1,0,1500,0,0,1490.63913256555,1,0,1490.66105253236,1,0,1500,0,0
"phau b",883,1522.62087955676,211,77,1495.05425681591,137,55,1395.92584542309,14,1,1485.60985858239,57,21,1464.45705469293,3,0,1450.4642408456,74,22,1526.1804519902,179,70,1401.55969552311,32,7
"philippoussis m",884,1626.58397928715,220,126,1503.47009845755,138,78,1663.88885967498,45,32,1497.85094456619,26,10,1517.56284056538,11,6,1677.90962570924,82,48,1613.51480130558,163,91,1589.12815352943,57,35
"phillips t",885,1491.78341725592,1,0,1490.82477895081,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1490.71974377889,1,0,1500,0,0
"piccari f",886,1484.94234173672,1,0,1500,0,0,1500,0,0,1485.64362879864,1,0,1500,0,0,1486.20545857483,1,0,1485.30082118929,1,0,1500,0,0
"pioline c",887,1508.09517882332,116,59,1522.57474457801,54,28,1496.05318680763,15,7,1543.60600484602,41,24,1435.92902189165,6,0,1487.42654484466,62,31,1518.52778698976,95,48,1501.08328272921,21,11
"pless k",888,1406.19035229516,121,42,1421.52205622052,71,26,1424.39497978902,16,4,1438.2297294345,25,8,1499.12418911274,9,4,1406.63062273362,50,16,1403.34711824199,94,33,1441.68765939481,27,9
"podlipnik h",889,1485.1159754658,2,0,1500,0,0,1500,0,0,1485.56116736603,2,0,1500,0,0,1484.28380251405,2,0,1484.39867333046,2,0,1500,0,0
"poerschke l",890,1485.01227234944,2,0,1483.83841997336,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1483.4732110865,2,0,1500,0,0
"polansky p",891,1457.19190030364,27,6,1471.31039819086,19,5,1487.58847922785,1,0,1461.13393727008,7,1,1500,0,0,1450.01354468948,8,1,1457.44175246558,21,5,1469.75862719238,6,1
"popp a",892,1461.86601698817,108,44,1427.98650355595,41,15,1573.19996400154,38,24,1362.96239091994,27,5,1476.21298808023,2,0,1475.69096108104,67,29,1441.94505905991,75,28,1494.7599542183,33,16
"popp t",893,1479.69226903334,2,0,1500,0,0,1500,0,0,1478.73494919145,2,0,1500,0,0,1478.60360792509,2,0,1480.41449884587,2,0,1500,0,0
"portas a",894,1455.78768216221,220,89,1382.27547410119,32,7,1436.49403513862,12,3,1472.08359292378,171,78,1464.89420835247,5,1,1454.30799247345,188,82,1470.40739135742,188,77,1427.49988837744,32,12
"pospisil j",895,1461.62088342215,8,1,1495.9208442778,3,1,1479.76606160485,2,0,1467.65290425606,3,0,1500,0,0,1452.68984521727,5,0,1467.9464296596,7,1,1489.28127473108,1,0
"pospisil v",896,1598.69884851913,173,76,1620.26555577848,128,61,1483.64794897624,27,11,1412.76308447832,18,4,1500,0,0,1452.10579850813,45,15,1594.0207204578,145,65,1489.33862554553,28,11
"pouille l",897,1786.96994714105,90,47,1678.63307209644,53,27,1513.37320642284,9,4,1627.81484790381,28,16,1500,0,0,1650.27590735616,37,20,1724.91292732354,69,37,1568.95788029226,21,10
"pozzi g",898,1398.64395043955,78,33,1441.12713465783,42,17,1512.00488200013,19,11,1436.52425876709,10,2,1488.95987475067,7,3,1443.04355427419,36,16,1417.73338647778,64,27,1475.49906526423,14,6
"prashanth v",899,1488.29967926045,1,0,1486.33676852319,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.8099828437,1,0,1500,0,0
"pretzsch a",900,1443.24001175335,21,6,1460.77848190483,17,6,1470.42585525583,3,0,1486.42351207674,1,0,1500,0,0,1456.58587755732,4,0,1445.46267184501,18,5,1488.81777356997,3,1
"prieto s",901,1450.73314911655,6,1,1500,0,0,1500,0,0,1458.81194986587,6,1,1500,0,0,1455.47686490973,6,1,1451.26365495936,6,1,1500,0,0
"prinosil d",902,1433.84895488221,77,31,1409.29109786144,38,11,1531.77888293976,21,13,1422.39852801877,7,0,1530.17987304497,11,7,1503.94887808433,39,20,1430.2423972463,62,24,1494.55395536532,15,7
"prodon e",903,1361.72023534126,20,1,1467.61917795326,3,0,1500,0,0,1373.53766972373,17,1,1500,0,0,1377.9418453276,17,1,1397.38429498237,13,1,1440.92027398695,7,0
"prpic a",904,1473.57798498338,2,0,1500,0,0,1500,0,0,1473.71822416261,2,0,1500,0,0,1472.59761359998,2,0,1474.48907736325,2,0,1500,0,0
"prpic f",905,1454.58131075572,10,2,1489.40646401066,5,2,1500,0,0,1446.53409730968,5,0,1500,0,0,1447.48250898318,5,0,1453.55858707638,10,2,1500,0,0
"przysiezny m",906,1413.07460238423,78,19,1434.98380370515,42,11,1464.50023480103,12,4,1391.1924846951,24,4,1500,0,0,1378.26324781832,36,8,1409.05389284138,63,15,1447.17888583781,15,4
"puentes g",907,1425.62741440868,22,6,1473.50585179913,5,1,1498.86993451853,2,1,1439.67818860236,15,4,1500,0,0,1437.83226675665,17,5,1430.96190685306,18,5,1481.66927032972,4,1
"puerta m",908,1587.33078550331,161,84,1473.779212103,29,10,1461.75359245119,3,0,1649.23944177902,124,73,1464.00111464073,5,1,1589.26834503093,132,74,1560.97588791328,137,72,1515.81274532051,24,12
"puetz t",909,1500.35585808918,3,1,1488.66824894801,1,0,1499.51130031386,2,1,1500,0,0,1500,0,0,1508.64221694052,2,1,1500,0,0,1488.25499110557,3,1
"querrey s",910,1661.07518835779,488,271,1608.36448844653,329,187,1657.51954986917,78,49,1552.14232192385,76,34,1477.46224319472,5,1,1673.13233843408,159,84,1646.11896768056,410,232,1559.98332256709,78,39
"querry s",911,1473.08754961469,7,2,1468.59610877214,5,1,1501.32891190289,2,1,1500,0,0,1500,0,0,1500.96687288082,2,1,1471.94377077119,7,2,1500,0,0
"quigley e",912,1489.85125095505,1,0,1488.47423494194,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.10737545397,1,0,1500,0,0
