"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed","CountryCode","Continent"
"Szymanski J.",1490.19146465545,1,1490.52675084393,1,1500,0,1500,0,1500,0,"VEN","U",225,8
"Gonzalez P.",1489.0719937399,1,1500,0,1500,0,1489.39473785795,1,1500,0,"ESP","U",64,5
"Cortes J.",1490.95016758891,1,1500,0,1500,0,1491.44290542741,1,1500,0,"ESP","U",64,5
"Harper-Griffith L.",1481.59126339857,2,1489.97089901043,1,1500,0,1489.7,1,1500,0,"USA","R",222,6
"Marques N.",1490.72633431805,1,1500,0,1500,0,1489.7,1,1500,0,"POR","L",171,5
"Garcia M.",1481.16208208048,2,1500,0,1490.73606486167,1,1489.7,1,1500,0,"ESP","U",64,5
"Fahlke A.",1489.54250677386,1,1500,0,1500,0,1489.40377987741,1,1500,0,"GER","R",59,5
"Witt A.",1488.21359653988,1,1500,0,1489.7,1,1500,0,1500,0,"GBR","R",76,5
"Landsberg J.",1490.15150104667,1,1500,0,1489.7,1,1500,0,1500,0,"SWE","R",181,5
"Boruszewski J.",1488.8331034865,1,1500,0,1489.39473785795,1,1500,0,1500,0,"GER","R",59,5
"Gaudi I.",1490.85894494885,1,1500,0,1489.7,1,1500,0,1500,0,"ITA","R",99,5
"Bhupathi M.",1466.1866759904,3,1477.8743336663,2,1489.39473785795,1,1500,0,1500,0,"IND","R",101,4
"MacLagan M.",1477.24009847913,2,1487.81516021583,1,1489.68242894375,1,1500,0,1500,0,"GBR","",76,5
"Timfjord N.",1488.23294591266,1,1500,0,1500,0,1488.88367687507,1,1500,0,"SWE","R",181,5
"Fleischfresser T.",1488.3181869912,1,1500,0,1500,0,1488.92030511664,1,1500,0,"GER","U",59,5
"Arnold L.",1488.45069851126,1,1500,0,1500,0,1489.16916418118,1,1500,0,"ARG","U",11,8
"Thomas J.",1478.23891867343,2,1487.90474080332,1,1490.29300376165,1,1500,0,1500,0,"GBR","U",76,5
"Tiilikainen K.",1482.12224420332,2,1500,0,1500,0,1479.4388984334,2,1500,0,"FIN","R",71,5
"Filippini M.",1480.56542766787,2,1500,0,1500,0,1481.22256456917,2,1500,0,"URU","R",221,8
"Miketa D.",1491.22098031642,1,1500,0,1500,0,1490.59372433941,1,1500,0,"CZE","R",58,5
"Peschek D.",1490.25112399829,1,1500,0,1500,0,1489.4979574906,1,1500,0,"GER","R",59,5
"Vajda I.",1481.61349796038,2,1500,0,1500,0,1481.67140395166,2,1500,0,"CRO","R",97,5
"Moretti H.",1490.44412136052,1,1500,0,1500,0,1490.38913035944,1,1500,0,"ARG","R",11,8
"Trimmel C.",1482.58794381206,2,1500,0,1500,0,1482.3052825948,2,1500,0,"AUT","R",17,5
"Vasek R.",1489.69819454371,1,1500,0,1500,0,1489.60283716159,1,1500,0,"CZE","R",58,5
"Fasching A.",1489.56417266682,1,1500,0,1500,0,1489.75989549071,1,1500,0,"AUT","U",17,5
"Cabello F.",1488.38253482059,1,1500,0,1500,0,1489.32113152198,1,1500,0,"ARG","R",11,8
"Cobolli S.",1490.88841215419,1,1500,0,1500,0,1491.64186611775,1,1500,0,"ITA","R",99,5
"Malcor O.",1477.28997630886,2,1500,0,1500,0,1477.74260370243,2,1500,0,"FRA","R",70,5
"Tramacchi P.",1489.52840431478,1,1489.18458788734,1,1500,0,1500,0,1500,0,"AUS","R",16,7
"Mor L.",1489.54534162348,1,1489.7847969607,1,1500,0,1500,0,1500,0,"BRA","R",19,8
"Caldwell D.",1489.35870055077,1,1489.7,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Harsanyi P.",1479.59488263646,2,1478.39942916349,2,1500,0,1500,0,1500,0,"USA","U",222,6
"Kauffmann C.",1483.23183360274,2,1488.45182925403,1,1500,0,1488.7632784761,1,1500,0,"FRA","R",70,5
"Herm-Zahlava J.",1477.54837483486,2,1500,0,1500,0,1478.36473807847,2,1500,0,"GER","R",59,5
"Tong M.",1490.32169637936,1,1488.92795053927,1,1500,0,1500,0,1500,0,"HKG","R",93,4
"Onoda M.",1458.56649702106,4,1459.68638589971,4,1500,0,1500,0,1500,0,"JPN","R",108,4
"Miyao J.",1479.87846699788,2,1481.60175992299,2,1500,0,1500,0,1500,0,"JPN","U",108,4
"Mlynarik Z.",1492.0298604784,1,1490.6714586934,1,1500,0,1500,0,1500,0,"AUT","R",17,5
"Zhang Y.",1489.43076288422,1,1489.14309362701,1,1500,0,1500,0,1500,0,"CHN","U",42,4
"Kornienko I.",1495.62698247042,1,1494.02201146853,1,1500,0,1500,0,1500,0,"RUS","R",180,5
"Freelove O.",1490.68733482335,1,1489.40906020305,1,1500,0,1500,0,1500,0,"GBR","R",76,5
"Milligan L.",1487.01379171752,2,1489.37626692459,1,1489.39473785795,1,1500,0,1500,0,"GBR","R",76,5
"Sarstrand M.",1485.43040751454,2,1490.24865090623,1,1500,0,1494.92079552984,1,1500,0,"SWE","R",181,5
"Smith L.",1491.81990074708,1,1491.39904752228,1,1500,0,1500,0,1500,0,"USA","U",222,6
"Syed F.",1487.50626841218,1,1488.73476044263,1,1500,0,1500,0,1500,0,"MAS","U",137,4
"Breen M.",1488.57836594532,1,1488.69116967322,1,1500,0,1500,0,1500,0,"AUS","R",16,7
"Perry T.",1490.08732963654,1,1489.78037583974,1,1500,0,1500,0,1500,0,"AUS","R",16,7
"Svarc L.",1481.10246197958,2,1490.32750277666,1,1500,0,1490.95794302886,1,1500,0,"SVK","R",200,5
"Moyano D.",1478.91425470337,2,1500,0,1500,0,1479.23624293777,2,1500,0,"ARG","R",11,8
"Koll H.",1487.73919596054,1,1488.39295960509,1,1500,0,1500,0,1500,0,"NOR","R",159,5
"Arquez P.",1489.46911607329,1,1500,0,1500,0,1490.0777813274,1,1500,0,"ARG","R",11,8
"Eagle J.",1489.54744759329,1,1490.00622752154,1,1500,0,1500,0,1500,0,"RSA","R",4,2
"Bahrouzyan O.",1453.32250977527,7,1449.34981248179,7,1500,0,1500,0,1500,0,"UAE","U",218,4
"Belal C.",1489.50876039051,1,1500,0,1500,0,1490.79274813098,1,1500,0,"MAR","R",145,2
"Couto E.",1488.89260277724,1,1500,0,1500,0,1488.98910033706,1,1500,0,"POR","R",171,5
"Sousa T.",1489.10010295594,1,1500,0,1500,0,1490.0128309091,1,1500,0,"BRA","U",19,8
"Navarra M.",1490.47902443551,1,1500,0,1500,0,1491.43736451883,1,1500,0,"ITA","L",99,5
"Derepasko A.",1494.55564128388,1,1500,0,1490.71044813178,1,1500,0,1500,0,"RUS","R",180,5
"Vlasov D.",1491.38523997406,1,1500,0,1500,0,1492.45282082052,1,1500,0,"RUS","R",180,5
"Tkalec M.",1489.52728761379,1,1500,0,1500,0,1490.41463726352,1,1500,0,"SLO","R",201,5
"Bozic I.",1489.09103803615,1,1500,0,1500,0,1489.13087495203,1,1500,0,"SLO","R",201,5
"Pfeiffer K.",1492.19925167959,1,1500,0,1500,0,1491.66997281379,1,1500,0,"POL","U",170,5
"Peppas S.",1491.84274568885,1,1500,0,1500,0,1492.87511966097,1,1500,0,"GRE","R",85,5
"Oncins J.",1488.75156774514,1,1489.54838275416,1,1500,0,1500,0,1500,0,"BRA","R",19,8
"Tomashevich D.",1490.15303835684,1,1491.99437637811,1,1500,0,1500,0,1500,0,"UZB","R",223,4
"Jiang S.",1489.23570618456,1,1490.6738263583,1,1500,0,1500,0,1500,0,"CHN","R",42,4
"Wang Y.",1465.97569434032,4,1473.82864760868,3,1500,0,1490.14049687475,1,1500,0,"CHN","U",42,4
"Koenig R.",1487.37312892925,1,1489.85705928246,1,1500,0,1500,0,1500,0,"RSA","R",4,2
"Shimada T.",1477.69288877063,2,1490.04382447473,1,1489.39473785795,1,1500,0,1500,0,"JPN","R",108,4
"Hui J.",1495.27778578626,1,1495.03419896096,1,1500,0,1500,0,1500,0,"RSA","R",4,2
"Garcia-Sintes J.",1490.26595465458,1,1500,0,1500,0,1491.25549114882,1,1500,0,"ESP","R",64,5
"Zitko R.",1479.62430233896,2,1489.06927493697,1,1500,0,1489.49024920815,1,1500,0,"CZE","R",58,5
"Dupre T.",1489.03980219827,1,1489.42912072876,1,1500,0,1500,0,1500,0,"FRA","R",70,5
"Al Khulaifi N.G.",1489.26731522855,1,1489.22525969261,1,1500,0,1500,0,1500,0,"QAT","R",176,4
"Willman D.",1492.32463543748,1,1491.42552103256,1,1500,0,1500,0,1500,0,"NZL","U",162,7
"Hormazabal G.",1469.36444918772,3,1500,0,1500,0,1472.23560248302,3,1500,0,"CHI","R",41,8
"Olguin L.",1493.94664293262,1,1500,0,1500,0,1493.54817554573,1,1500,0,"ARG","U",11,8
"Mazarakis V.",1469.79784827307,5,1487.8302268569,2,1500,0,1479.47666665586,3,1500,0,"GRE","R",85,5
"Matias N.",1491.01528537986,1,1500,0,1500,0,1491.63092477634,1,1500,0,"POR","R",171,5
"Marin L.",1491.9799029113,1,1500,0,1500,0,1491.95506355199,1,1500,0,"SRB","U",194,5
"Albert M.",1491.69177480461,1,1500,0,1500,0,1491.81362554781,1,1500,0,"EGY","R",65,2
"Ager J.",1478.19088993287,2,1500,0,1500,0,1479.48550209901,2,1500,0,"RSA","U",4,2
"Dreekmann H.",1490.92573357338,2,1500,0,1480.89447305724,2,1500,0,1500,0,"GER","R",59,5
"Coetzee J.",1489.77769641876,1,1500,0,1489.4295143488,1,1500,0,1500,0,"RSA","R",4,2
"Ivanov-Smolensky K.",1477.21740037984,2,1489.74340604333,1,1489.41997675982,1,1500,0,1500,0,"RUS","R",180,5
"Golovanov D.",1482.80779456429,2,1492.60347986833,1,1488.26248044733,1,1500,0,1500,0,"RUS","L",180,5
"Mackin A.",1434.99548058209,9,1489.60088760897,1,1442.41466438107,6,1485.02598660107,2,1500,0,"GBR","R",76,5
"Todero N.",1490.45623015361,1,1500,0,1500,0,1490.00856459281,1,1500,0,"ARG","R",11,8
"Ellwood B.",1487.79336181615,1,1500,0,1489.4134830451,1,1500,0,1500,0,"AUS","R",16,7
"Kennedy A.",1473.96544430972,3,1483.63532989816,2,1488.81476246319,1,1500,0,1500,0,"USA","",222,6
"Nijaki R.",1490.53481626628,1,1500,0,1500,0,1490.5256775406,1,1500,0,"POL","R",170,5
"Dabrowski B.",1491.3442845878,2,1500,0,1500,0,1489.17216550665,2,1500,0,"POL","U",170,5
"Agaev E.",1491.11482343265,1,1490.0659657687,1,1500,0,1500,0,1500,0,"AZE","R",18,4
"Spracklin T.",1488.12974687884,1,1488.5751328967,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Hanley P.",1489.67495173554,1,1488.47367485534,1,1500,0,1500,0,1500,0,"AUS","R",16,7
"Lukaev R.",1487.98237348428,1,1487.7606074953,1,1500,0,1500,0,1500,0,"BUL","R",37,5
"Kunitcin I.",1488.65535311954,1,1489.01058941137,1,1500,0,1500,0,1500,0,NA,NA,NA,NA
"Craca M.",1488.67564486635,1,1500,0,1500,0,1488.49664838811,1,1500,0,"GER","R",59,5
"Bohaboy D.",1488.52146314132,1,1487.90418006242,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Shvec A.",1494.57472718489,1,1490.89433536649,1,1500,0,1500,0,1500,0,"BLR","R",30,5
"Khalfan S.",1470.27455659475,3,1467.12327376079,3,1500,0,1500,0,1500,0,"QAT","R",176,4
"Rea S.",1480.14912580643,2,1479.86360676937,2,1500,0,1500,0,1500,0,"GER","U",59,5
"Durek R.",1490.11629205934,1,1489.87994298496,1,1500,0,1500,0,1500,0,"AUS","R",16,7
"Henry R.",1487.30395727923,1,1488.18345320664,1,1500,0,1500,0,1500,0,"GBR","U",76,5
"Peralta J.",1489.59359466733,1,1500,0,1500,0,1490.76478493664,1,1500,0,"PAN","U",169,6
"Gallardo Valles M.",1487.68886963887,2,1500,0,1500,0,1488.50646889165,2,1500,0,"MEX","R",134,6
"Norby R.",1488.41222271896,1,1487.89071197514,1,1500,0,1500,0,1500,0,"DEN","R",62,5
"Gooding J.",1493.87938930102,1,1492.99682554526,1,1500,0,1500,0,1500,0,"AUS","R",16,7
"Ouahabi T.",1491.20281575782,1,1500,0,1500,0,1490.73528617735,1,1500,0,"MAR","R",145,2
"Lopes H.",1491.74869258767,1,1500,0,1500,0,1491.81405645819,1,1500,0,"POR","R",171,5
"Mathieu P.",1484.52257720737,4,1493.31618187294,1,1496.52707616195,1,1487.7468158626,2,1500,0,"FRA","R",70,5
"Weinzierl J.",1488.0525590967,1,1500,0,1500,0,1489.23542876413,1,1500,0,"GER","R",59,5
"Delfino M.",1489.75511975053,1,1500,0,1500,0,1489.52293388112,1,1500,0,"ARG","R",11,8
"Koderisch C.",1494.23946332621,1,1500,0,1489.66731188702,1,1500,0,1500,0,"GER","U",59,5
"Logtens P.",1487.16188075697,2,1500,0,1480.48044956266,2,1500,0,1500,0,"NED","R",96,5
"Moser F.",1484.81413484713,2,1489.7,1,1490.57390535988,1,1500,0,1500,0,"GER","R",59,5
"Andersson H.",1489.33536584283,1,1500,0,1500,0,1489.7,1,1500,0,"SWE","R",181,5
"Prpic A.",1478.26660367006,2,1500,0,1500,0,1478.30182377776,2,1500,0,"SWE","R",181,5
"Levinsky J.",1487.11924651386,1,1500,0,1500,0,1486.51859584497,1,1500,0,"CZE","R",58,5
"Levine I.",1479.03322069881,2,1489.39087450978,1,1489.7,1,1500,0,1500,0,"RUS","U",180,5
"Behrmann M.",1487.68592893417,1,1487.11377678144,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Ayala D.",1488.39371235389,1,1488.86328781063,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Neumuller I.",1488.84748718357,1,1500,0,1500,0,1489.48985040056,1,1500,0,"AUT","R",17,5
"Yim R.",1487.8187210922,2,1486.10473902918,2,1500,0,1500,0,1500,0,"USA","L",222,6
"Fyrstenberg M.",1477.43603180197,3,1500,0,1500,0,1476.89121374962,3,1500,0,"POL","L",170,5
"Matkowski M.",1481.82011266146,2,1500,0,1500,0,1483.85546825809,2,1500,0,"POL","R",170,5
"Urban F.",1478.46583843614,2,1500,0,1500,0,1477.91163534119,2,1500,0,"POL","R",170,5
"Carlson A.",1488.886094727,1,1489.29916648522,1,1500,0,1500,0,1500,0,"USA","L",222,6
"Quintero M.",1489.06508427534,1,1500,0,1500,0,1489.5039872181,1,1500,0,"COL","R",45,8
"Moraru G.",1480.52553443239,2,1500,0,1500,0,1481.39023490959,2,1500,0,"ROU","R",178,5
"Ratiwatana S.",1489.40885832544,1,1489.80903599253,1,1500,0,1500,0,1500,0,"THA","R",207,4
"Snobel P.",1470.09168208923,4,1474.10584916747,3,1491.00147505964,1,1500,0,1500,0,"CZE","L",58,5
"Davletshin V.",1489.24738701616,1,1490.18582065536,1,1500,0,1500,0,1500,0,"RUS","U",180,5
"Andersen J.",1488.00678923548,1,1488.48542270557,1,1500,0,1500,0,1500,0,"DEN","U",62,5
"Mankad H.",1467.61268528936,3,1478.18654429789,2,1489.87769165943,1,1500,0,1500,0,"IND","R",101,4
"Ferrero J.",1481.39014129842,2,1489.72239548123,1,1500,0,1492.94696329642,1,1500,0,"ESP","R",64,5
"Reichel A.",1494.27589983784,1,1493.92822628361,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Braga P.",1490.10842253535,1,1500,0,1500,0,1491.19230800753,1,1500,0,"BRA","R",19,8
"Gallardo M.",1483.40325263158,2,1500,0,1500,0,1484.76776315494,2,1500,0,"ESP","U",64,5
"Phillips T.",1492.93247972676,1,1491.96108640057,1,1500,0,1500,0,1500,0,"GBR","",76,5
"Burniol G.",1480.85956528357,2,1500,0,1500,0,1480.32920132993,2,1500,0,"ESP","R",64,5
"Matos-Gil I.",1488.69390277521,2,1500,0,1500,0,1487.17374189775,2,1500,0,"ESP","U",64,5
"Haas P.",1490.14285439158,1,1500,0,1500,0,1489.95061171119,1,1500,0,"FRA","U",70,5
"Ziadi M.",1466.71004768653,4,1500,0,1500,0,1466.18841691063,4,1500,0,"MAR","R",145,2
"Fitz S.",1491.27773405021,1,1500,0,1490.08783748154,1,1500,0,1500,0,"GER","R",59,5
"Hellstrom M.",1489.19270774421,1,1500,0,1500,0,1488.7859494072,1,1500,0,"SWE","R",181,5
"van der Meer N.",1491.88696299243,1,1500,0,1500,0,1492.44199953749,1,1500,0,"NED","U",96,5
"Cook L.",1489.14269285551,1,1488.74690117799,1,1500,0,1500,0,1500,0,"GBR","U",76,5
"Lu Y.",1461.20828258703,4,1461.34583409894,4,1500,0,1500,0,1500,0,"CHN","U",42,4
"Gimeno D.",1493.15892543861,1,1500,0,1500,0,1491.95869136197,1,1500,0,"ESP","R",64,5
"Yoo D.",1489.69818289365,1,1500,0,1500,0,1490.53580672084,1,1500,0,"KOR","U",116,4
"Benneteau A.",1489.40986880006,1,1490.02553052725,1,1500,0,1500,0,1500,0,"FRA","R",70,5
"Ionita V.",1471.99031943201,3,1500,0,1500,0,1471.38977278333,3,1500,0,"ROU","R",178,5
"Bohane A.",1492.67230724456,1,1493.49384006098,1,1500,0,1500,0,1500,0,"IRL","U",103,5
"Pedroso A.",1493.95392258187,1,1493.58942854268,1,1500,0,1500,0,1500,0,"BRA","U",19,8
"Gruber K.",1492.7802992674,1,1492.71437130367,1,1500,0,1500,0,1500,0,"AUT","R",17,5
"Rascon T.",1492.48589300936,1,1491.54403968891,1,1500,0,1500,0,1500,0,"ESP","U",64,5
"Kimmich M.",1482.34250347405,3,1477.44854903452,3,1500,0,1500,0,1500,0,"AUS","R",16,7
"Abdulla M.",1493.0083042627,1,1490.09589519945,1,1500,0,1500,0,1500,0,"BRU","R",35,4
"Jones G.D.",1484.51463780596,2,1478.20165206169,2,1500,0,1500,0,1500,0,"USA","U",222,6
"Bourgeois L.",1487.62526723001,2,1486.39384300942,2,1500,0,1500,0,1500,0,"AUS","R",16,7
"March O.",1488.48876531983,1,1489.08427905722,1,1500,0,1500,0,1500,0,"ESP","U",64,5
"Nunez E.",1489.8115574121,1,1489.63593354938,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Parada F.",1486.96091553722,2,1500,0,1500,0,1488.59327943319,2,1500,0,"CHI","R",41,8
"Harboe P.",1491.01412941001,1,1500,0,1500,0,1491.33820484106,1,1500,0,"CHI","R",41,8
"Dailey Z.",1491.95397854389,1,1490.97979617302,1,1500,0,1500,0,1500,0,"USA","U",222,6
"Minar J.",1488.12977699108,3,1484.81890585013,3,1500,0,1500,0,1500,0,"ARG","U",11,8
"Tecau H.",1489.82213857509,1,1490.07685614669,1,1500,0,1500,0,1500,0,"ROU","R",178,5
"Condor F.",1489.19805007546,1,1500,0,1500,0,1486.35372532245,1,1500,0,"ESP","U",64,5
"Mirnegg M.",1492.32374429518,1,1500,0,1500,0,1490.58345682204,1,1500,0,"AUT","R",17,5
"Uebel L.",1497.03625002633,1,1500,0,1489.88209217272,1,1500,0,1500,0,"GER","R",59,5
"Klein T.",1490.60247143633,1,1500,0,1489.81365706798,1,1500,0,1500,0,"USA","U",222,6
"Korteling S.",1491.92414235025,1,1500,0,1500,0,1491.98380957923,1,1500,0,"NED","U",96,5
"Thron A.",1480.11139901194,2,1486.93025587233,1,1500,0,1494.38464129434,1,1500,0,"GER","R",59,5
"Simmonds P.",1482.35197033336,3,1476.89664722516,3,1500,0,1500,0,1500,0,"USA","R",222,6
"Clayton A.",1488.48220570636,1,1488.76323631906,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Bester P.",1473.12855839091,4,1473.14428332844,4,1500,0,1500,0,1500,0,"CAN","R",39,6
"Steckley R.",1489.18696038055,1,1489.86392181907,1,1500,0,1500,0,1500,0,"CAN","R",39,6
"Fruttero J.P.",1490.14967489981,1,1489.51652148014,1,1500,0,1500,0,1500,0,"USA","U",222,6
"Chen T.",1478.9547467695,3,1478.70046909821,3,1500,0,1500,0,1500,0,"TPE","",1,4
"Do M.Q.",1488.20451137743,1,1489.4084107278,1,1500,0,1500,0,1500,0,"BEL","R",22,5
"Sanchez de Luna J.A.",1493.77658958677,1,1500,0,1500,0,1491.99973535814,1,1500,0,"ESP","R",64,5
"Ittogi T.",1490.22468510799,1,1490.01680135794,1,1500,0,1500,0,1500,0,"JPN","R",108,4
"Junaid R.",1484.44994322866,2,1494.2911532808,1,1489.64655410513,1,1500,0,1500,0,"AUS","R",16,7
"Uppal V.",1488.02851820395,1,1488.08940429237,1,1500,0,1500,0,1500,0,"IND","R",101,4
"Sultan-Khalfan A.",1490.24433195337,1,1490.52745617247,1,1500,0,1500,0,1500,0,"QAT","U",176,4
"King-Turner D.",1463.02272358264,5,1457.13788778534,5,1500,0,1500,0,1500,0,"NZL","R",162,7
"Adaktusson J.",1492.18044503055,1,1490.9298406364,1,1500,0,1500,0,1500,0,"SWE","R",181,5
"Van der Dium A.",1486.84432917862,1,1487.77793512947,1,1500,0,1500,0,1500,0,"NED","R",96,5
"Granollers-Pujol M.",1492.60553593333,1,1500,0,1500,0,1489.03304764049,1,1500,0,"ESP","R",64,5
"Salva B.",1452.68292297027,5,1478.69293947719,2,1500,0,1473.31184066925,3,1500,0,"ESP","L",64,5
"Skoch D.",1474.71224911636,3,1491.83113852367,1,1500,0,1482.74818752419,2,1500,0,"CZE","R",58,5
"Peric T.",1491.32595322482,1,1500,0,1500,0,1491.54265099296,1,1500,0,"CRO","U",97,5
"Luque D.",1489.7,1,1500,0,1500,0,1489.7,1,1500,0,"ESP","U",64,5
"Azzaro L.",1474.96918589334,3,1500,0,1500,0,1473.48234474117,3,1500,0,"ITA","L",99,5
"Popp T.",1482.54015797457,2,1500,0,1500,0,1481.9281827219,2,1500,0,"GER","R",59,5
"Dorsch B.",1476.41146926597,3,1483.11748631612,2,1490.93553629241,1,1500,0,1500,0,"GER","R",59,5
"Roshardt R.",1480.84840928177,2,1500,0,1500,0,1481.32835023533,2,1500,0,"SUI","R",198,5
"Vicente M.",1489.83053010637,1,1500,0,1500,0,1490.15708724765,1,1500,0,"ESP","U",64,5
"Kutac R.",1489.17529374391,1,1500,0,1500,0,1489.95295401584,1,1500,0,NA,NA,NA,NA
"Patriarca D.",1489.7,1,1500,0,1500,0,1489.7,1,1500,0,"ARG","R",11,8
"Sandbichler A.",1489.90847773412,1,1500,0,1500,0,1489.81799421866,1,1500,0,"AUT","L",17,5
"Belic L.",1474.54438961269,3,1500,0,1500,0,1471.69822150075,3,1500,0,"CRO","R",97,5
"Panfil G.",1488.55425911124,1,1500,0,1500,0,1488.94150525934,1,1500,0,"POL","L",170,5
"Dev Varman S.",1469.90893695828,3,1471.55751562792,3,1500,0,1500,0,1500,0,"IND","R",101,4
"Yu X.Y.",1476.12917025789,2,1476.89402064464,2,1500,0,1500,0,1500,0,"CHN","L",42,4
"Wang Y.Jr.",1489.39473785795,1,1489.39473785795,1,1500,0,1500,0,1500,0,"CHN","U",42,4
"Dolgopolov A.",1480.83354081009,2,1500,0,1500,0,1482.0258932944,2,1500,0,"UKR","R",220,5
"Aranguren J.M.",1481.07950335847,2,1500,0,1500,0,1479.15938102503,2,1500,0,"ARG","R",11,8
"Smit J.",1487.86594129754,1,1487.92229618715,1,1500,0,1500,0,1500,0,"CAN","R",39,6
"Wagh A.",1493.9874835349,1,1493.43769865275,1,1500,0,1500,0,1500,0,"IND","L",101,4
"Chaen T.",1487.79701095774,1,1487.62662747948,1,1500,0,1500,0,1500,0,"JPN","R",108,4
"Fish A.",1492.80503200323,1,1493.68709867616,1,1500,0,1500,0,1500,0,"USA","U",222,6
"Jun W.",1492.75363625202,1,1492.78233231936,1,1500,0,1500,0,1500,0,"SWE","U",181,5
"Echagaray B.",1473.48309974231,4,1493.53176810459,1,1500,0,1481.64022923283,3,1500,0,"MEX","R",134,6
"Fornell M.",1487.47008976914,1,1500,0,1500,0,1487.54650417463,1,1500,0,"ESP","R",64,5
"Dustov F.",1477.47527945108,3,1500,0,1500,0,1477.85847795866,3,1500,0,"UZB","R",223,4
"Chaki R.",1484.61275352521,2,1500,0,1500,0,1483.90137832607,2,1500,0,"MAR","U",145,2
"Sousa P.",1473.03752594909,3,1500,0,1500,0,1471.980641779,3,1500,0,"BRA","U",19,8
"Eysseric J.",1475.3160474736,3,1500,0,1500,0,1469.98803490514,3,1500,0,"FRA","L",70,5
"Nielsen F.",1429.50374145367,8,1451.73994429854,5,1479.70526214205,2,1493.31626032342,1,1500,0,"DEN","R",62,5
"Koning M.",1496.24384818251,1,1500,0,1490.81853686096,1,1500,0,1500,0,"NED","R",96,5
"Guzman J.",1489.96371832729,1,1500,0,1489.51276459685,1,1500,0,1500,0,"ARG","U",11,8
"Goransson T.",1477.66255519014,2,1500,0,1500,0,1477.71537461044,2,1500,0,"SWE","U",181,5
"Tveit E.",1493.38539861224,1,1500,0,1500,0,1493.4002049303,1,1500,0,"NOR","U",159,5
"Ruevski P.",1489.50725836457,1,1500,0,1500,0,1489.45129830685,1,1500,0,NA,NA,NA,NA
"Olejniczak D.",1475.5909843892,3,1500,0,1489.88023935358,1,1483.59762089118,2,1500,0,"POL","R",170,5
"McClune M.",1494.53116228471,1,1493.81526754534,1,1500,0,1500,0,1500,0,"USA","R",222,6
"Gard C.",1490.55081514318,1,1500,0,1500,0,1489.71398967481,1,1500,0,"USA","U",222,6
"Martin D.",1495.04143840011,1,1492.63642466078,1,1500,0,1500,0,1500,0,"CAN","U",39,6
"Wachiramanowong K.",1484.80607327732,3,1479.64158805756,3,1500,0,1500,0,1500,0,"THA","R",207,4
"Siriluethaiwattana P.",1482.55813164825,2,1480.68685625314,2,1500,0,1500,0,1500,0,"THA","L",207,4
"Singh N.",1489.91297577459,1,1489.82150122964,1,1500,0,1500,0,1500,0,"IND","U",101,4
"Raja P.",1489.47912824106,1,1488.90285261476,1,1500,0,1500,0,1500,0,"USA","U",222,6
"Nam H.W.",1476.9485546284,2,1477.54415640863,2,1500,0,1500,0,1500,0,"KOR","U",116,4
"Vardhan V.",1483.55891278594,2,1481.97831145521,2,1500,0,1500,0,1500,0,"IND","R",101,4
"Haji A.",1489.68630665369,1,1489.86007272993,1,1500,0,1500,0,1500,0,"QAT","R",176,4
"Statham R.",1491.31867934487,1,1486.89914579208,1,1500,0,1500,0,1500,0,"NZL","R",162,7
"Podlipnik H.",1487.43447869478,2,1500,0,1500,0,1487.41639511742,2,1500,0,"CHI","R",41,8
"Munoz de la Nava D.",1491.90710707418,1,1500,0,1500,0,1494.39600669927,1,1500,0,"ESP","L",64,5
"Bowles C.",1490.21157302236,1,1490.11697686763,1,1500,0,1500,0,1500,0,"USA","L",222,6
"Crugnola M.",1486.71505080168,3,1488.10371907896,2,1500,0,1494.87012961468,1,1500,0,"ITA","R",99,5
"Rodriguez B.",1489.34250056327,1,1500,0,1500,0,1489.82117172547,1,1500,0,"ESP","U",64,5
"Ramirez C.",1482.2679669471,2,1500,0,1500,0,1484.75407185737,2,1500,0,"USA","U",222,6
"Al-Ghareeb M.",1496.29656265397,1,1495.79321097682,1,1500,0,1500,0,1500,0,"KUW","U",118,4
"Nader M.",1489.18160462465,1,1489.42889009752,1,1500,0,1500,0,1500,0,"EGY","U",65,2
"Sanchez De Luna J.",1488.57564300877,2,1500,0,1500,0,1486.36036342351,2,1500,0,"ESP","R",64,5
"Marrai M.",1490.15965154056,1,1500,0,1500,0,1492.19563832139,1,1500,0,"ITA","U",99,5
"Lipsky S.",1487.65800443536,1,1500,0,1489.85038031643,1,1500,0,1500,0,"USA","R",222,6
"Middelkoop M.",1490.71469572876,1,1500,0,1489.19121254729,1,1500,0,1500,0,"NED","R",96,5
"Slabinsky A.",1484.43651544498,2,1500,0,1479.12262240575,2,1500,0,1500,0,"GBR","R",76,5
"Kim K",1496.27934437674,1,1500,0,1491.25408847197,1,1500,0,1500,0,"KOR","",116,4
