Formula for K is C/(0.1 + NrGames) ^ p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimum found at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,90,0.5290245,0.5278689,0.5269497,0.5262522,0.5257639,0.5254746,0.525378,0.5254723,0.5257603,0.526249,0.5269482,0.5278691,0.5290229,0.5304188,0.5320634,0.5339594,0.5361057,0.5384975,0.5411273,0.543987,0.5470709,0.5503817,0.5539369,0.5577783,0.5619835,0.5666786,0.57205,0.5783462,0.5858505,0.5947962
,,,95,0.5296523,0.5283804,0.5273523,0.5265532,0.5259691,0.5255882,0.5254021,0.5254068,0.5256027,0.5259953,0.5265935,0.5274086,0.5284529,0.5297375,0.5312714,0.5330606,0.5351075,0.5374108,0.5399662,0.542768,0.5458122,0.5491008,0.552649,0.5564941,0.5607071,0.565407,0.5707745,0.5770594,0.5845592,0.5935405
,,,100,0.5303045,0.5289185,0.5277838,0.5268852,0.5262077,0.5257385,0.5254673,0.5253876,0.5254979,0.5258016,0.5263065,0.5270235,0.5279652,0.5291444,0.5305722,0.5322573,0.5342051,0.5364179,0.5388945,0.5416323,0.544629,0.5478874,0.5514213,0.5552646,0.5594832,0.5641897,0.5695592,0.575841,0.5833444,0.5923663
,,,105,0.5309778,0.5294799,0.5282405,0.5272441,0.5264755,0.5259205,0.5255673,0.5254076,0.5254376,0.5256587,0.526077,0.5267028,0.5275488,0.5286285,0.5299549,0.531539,0.5333893,0.5355108,0.5379058,0.5405747,0.5435176,0.5467387,0.5502513,0.5540874,0.5583087,0.5630224,0.5683984,0.5746846,0.5821999,0.591268
,,,110,0.5316692,0.5300616,0.5287193,0.5276268,0.5267686,0.5261299,0.5256974,0.5254612,0.5254153,0.525559,0.5258968,0.5264377,0.5271941,0.5281801,0.52941,0.5308968,0.5326515,0.534682,0.5369938,0.5395902,0.5424742,0.5456517,0.5491368,0.5529602,0.5571808,0.5619015,0.5672875,0.5735848,0.5811198,0.5902402
,,,115,0.5323763,0.5306611,0.5292177,0.5280306,0.5270843,0.5263634,0.5258537,0.5255437,0.5254256,0.5254964,0.5257589,0.5262206,0.5268932,0.527791,0.5289293,0.5303227,0.5319843,0.5339248,0.5361527,0.5386742,0.5414951,0.5446237,0.5480755,0.5518809,0.5560973,0.560824,0.5662224,0.5725367,0.5800989,0.5892779
,,,120,0.5330967,0.5312762,0.5297333,0.5284531,0.52742,0.5266183,0.5260331,0.5256515,0.5254641,0.5254658,0.5256575,0.526045,0.5266392,0.5274541,0.5285055,0.5298094,0.5313809,0.5332331,0.535377,0.5378219,0.5405767,0.5436521,0.5470654,0.5508479,0.5550561,0.5597873,0.5651998,0.5715359,0.5791323,0.5883763
,,,125,0.5338285,0.5319049,0.5302644,0.5288924,0.5277737,0.5268924,0.526233,0.5257816,0.5255272,0.5254631,0.5255878,0.5259057,0.5264263,0.5271631,0.5281323,0.5293508,0.5308352,0.532601,0.5346616,0.5370292,0.5397155,0.542734,0.5461044,0.5498594,0.5540556,0.5587893,0.5642168,0.5705789,0.5782159,0.5875312
,,,130,0.5345699,0.5325455,0.5308091,0.5293468,0.5281436,0.5271837,0.5264512,0.5259315,0.5256122,0.5254847,0.5255458,0.5257981,0.5262494,0.5269128,0.5278041,0.5289411,0.5303419,0.5320235,0.5340019,0.5362919,0.5389081,0.5418669,0.5451905,0.5489137,0.5530943,0.5578282,0.5632709,0.5696623,0.5773458,0.5867384
,,,135,0.5353195,0.5331963,0.5313659,0.5298147,0.5285281,0.5274906,0.526686,0.5260992,0.5257164,0.5255279,0.5255283,0.5257183,0.5261044,0.5266985,0.5275162,0.5285756,0.5298959,0.5314958,0.5333935,0.5356062,0.5381513,0.5410482,0.5443218,0.5480094,0.5521705,0.5569022,0.5623599,0.5687834,0.5765187,0.5859943
,,,140,0.5360756,0.5338561,0.5319334,0.5302947,0.5289259,0.5278117,0.5269359,0.5262828,0.525838,0.5255902,0.5255322,0.5256631,0.5259875,0.5265162,0.5272642,0.5282498,0.5294929,0.5310139,0.5328326,0.5349686,0.5374422,0.5402753,0.5434962,0.5471448,0.5512832,0.5560101,0.561482,0.5679396,0.5757313,0.5852953
,,,145,0.536837,0.5345234,0.5325103,0.5307857,0.5293358,0.5281457,0.5271994,0.526481,0.5259753,0.5256695,0.5255554,0.5256297,0.5258956,0.5263624,0.5270444,0.5279598,0.5291291,0.5305737,0.5323153,0.5343758,0.5367776,0.539546,0.5427119,0.5463186,0.5504309,0.5551504,0.5606356,0.5671289,0.5749811,0.5846384
,,,150,0.5376027,0.5351972,0.5330956,0.5312864,0.5297566,0.5284915,0.5274756,0.5266925,0.5261266,0.5257644,0.5255957,0.5256157,0.525826,0.5262341,0.5268536,0.5277022,0.5288008,0.5301718,0.5318385,0.5338246,0.5361551,0.5388578,0.541967,0.5455291,0.5496125,0.554322,0.5598193,0.5663492,0.5742655,0.5840206
,,,155,0.5383715,0.5358764,0.5336881,0.5317959,0.5301873,0.5288482,0.5277632,0.5269162,0.526291,0.5258732,0.5256514,0.5256192,0.5257762,0.5261287,0.5266888,0.5274739,0.5285049,0.5298051,0.531399,0.5333122,0.5355719,0.5382086,0.5412596,0.544775,0.5488267,0.5535237,0.5590317,0.5655989,0.5735822,0.5834392
,,,160,0.5391425,0.53656,0.5342869,0.5323132,0.530627,0.5292148,0.5280616,0.5271511,0.5264672,0.5259947,0.5257211,0.5256383,0.5257443,0.5260437,0.5265474,0.5272721,0.5282386,0.5294707,0.5309941,0.5328359,0.5350256,0.5375962,0.5405881,0.5440548,0.5480724,0.5527545,0.5582716,0.5648765,0.5729292,0.5828917
,,,165,0.5399148,0.5372472,0.5348911,0.5328374,0.531075,0.5295906,0.5283697,0.5273964,0.5266544,0.5261279,0.5258035,0.5256716,0.5257286,0.5259772,0.5264273,0.5270945,0.5279993,0.529166,0.5306211,0.5323933,0.534514,0.5370187,0.5399507,0.5433672,0.5473485,0.5520134,0.557538,0.5641804,0.5723048,0.5823758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.221,0.222,0.223,0.224,0.225,0.226,0.227,0.228,0.229,0.23,0.231,0.232,0.233,0.234,0.235,0.236,0.237,0.238,0.239,0.24,,,,,,,,,,
,,,85.5,0.5254042,0.5253996,0.5253954,0.5253917,0.5253885,0.5253858,0.5253836,0.5253818,0.5253805,0.5253797,0.5253794,0.5253795,0.5253801,0.5253812,0.5253828,0.5253849,0.5253874,0.5253904,0.5253939,0.5253978,,,,,,,,,,
,,,86,0.5254091,0.525404,0.5253993,0.5253952,0.5253915,0.5253883,0.5253855,0.5253833,0.5253815,0.5253802,0.5253794,0.525379,0.5253792,0.5253798,0.5253809,0.5253824,0.5253845,0.525387,0.52539,0.5253935,,,,,,,,,,
,,,86.5,0.5254144,0.5254088,0.5254037,0.5253991,0.5253949,0.5253912,0.525388,0.5253853,0.525383,0.5253812,0.5253799,0.5253791,0.5253788,0.5253789,0.5253795,0.5253806,0.5253821,0.5253842,0.5253867,0.5253897,,,,,,,,,,
,,,87,0.5254203,0.5254142,0.5254086,0.5254035,0.5253988,0.5253947,0.525391,0.5253878,0.525385,0.5253828,0.525381,0.5253797,0.5253789,0.5253785,0.5253786,0.5253793,0.5253803,0.5253819,0.5253839,0.5253864,,,,,,,,,,
,,,87.5,0.5254266,0.5254201,0.525414,0.5254084,0.5254033,0.5253986,0.5253945,0.5253908,0.5253876,0.5253848,0.5253826,0.5253808,0.5253795,0.5253787,0.5253783,0.5253785,0.5253791,0.5253801,0.5253817,0.5253837,,,,,,,,,,
,,,88,0.5254334,0.5254264,0.5254199,0.5254138,0.5254082,0.5254031,0.5253984,0.5253943,0.5253906,0.5253874,0.5253847,0.5253824,0.5253806,0.5253794,0.5253785,0.5253782,0.5253783,0.5253789,0.52538,0.5253816,,,,,,,,,,
,,,88.5,0.5254407,0.5254332,0.5254262,0.5254197,0.5254136,0.525408,0.5254029,0.5253983,0.5253941,0.5253905,0.5253873,0.5253845,0.5253823,0.5253805,0.5253792,0.5253784,0.5253781,0.5253782,0.5253788,0.5253799,,,,,,,,,,
,,,89,0.5254484,0.5254405,0.525433,0.525426,0.5254195,0.5254134,0.5254078,0.5254027,0.5253981,0.525394,0.5253903,0.5253871,0.5253844,0.5253822,0.5253804,0.5253792,0.5253784,0.525378,0.5253782,0.5253788,,,,,,,,,,
,,,89.5,0.5254566,0.5254482,0.5254403,0.5254328,0.5254258,0.5254193,0.5254132,0.5254077,0.5254026,0.525398,0.5253939,0.5253902,0.5253871,0.5253844,0.5253821,0.5253804,0.5253791,0.5253783,0.525378,0.5253782,,,,,,,,,,
,,,90,0.5254653,0.5254564,0.525448,0.52544,0.5254326,0.5254256,0.5254191,0.5254131,0.5254075,0.5254025,0.5253979,0.5253938,0.5253901,0.525387,0.5253843,0.5253821,0.5253804,0.5253791,0.5253783,0.525378,,,,,,,,,,
,,,90.5,0.5254743,0.525465,0.5254561,0.5254477,0.5254398,0.5254324,0.5254254,0.5254189,0.5254129,0.5254074,0.5254024,0.5253978,0.5253937,0.5253901,0.525387,0.5253843,0.5253821,0.5253804,0.5253792,0.5253784,,,,,,,,,,
,,,91,0.5254838,0.525474,0.5254647,0.5254558,0.5254475,0.5254396,0.5254322,0.5254252,0.5254188,0.5254128,0.5254073,0.5254023,0.5253977,0.5253937,0.5253901,0.5253869,0.5253843,0.5253821,0.5253805,0.5253792,,,,,,,,,,
,,0.525378,91.5,0.5254937,0.5254835,0.5254737,0.5254644,0.5254556,0.5254472,0.5254393,0.525432,0.5254251,0.5254186,0.5254127,0.5254072,0.5254022,0.5253977,0.5253936,0.5253901,0.525387,0.5253844,0.5253822,0.5253805,,,,,,,,,,
,,,92,0.5255041,0.5254933,0.5254831,0.5254733,0.5254641,0.5254553,0.525447,0.5254391,0.5254318,0.5254249,0.5254185,0.5254126,0.5254071,0.5254021,0.5253976,0.5253936,0.5253901,0.525387,0.5253844,0.5253823,,,,,,,,,,
,,,92.5,0.5255148,0.5255036,0.5254929,0.5254827,0.525473,0.5254638,0.525455,0.5254467,0.5254389,0.5254316,0.5254247,0.5254184,0.5254125,0.525407,0.5254021,0.5253976,0.5253936,0.5253901,0.5253871,0.5253845,,,,,,,,,,
,,,93,0.5255259,0.5255143,0.5255032,0.5254925,0.5254823,0.5254727,0.5254634,0.5254547,0.5254465,0.5254387,0.5254314,0.5254246,0.5254182,0.5254124,0.525407,0.5254021,0.5253976,0.5253937,0.5253902,0.5253872,,,,,,,,,,
,,,93.5,0.5255374,0.5255254,0.5255138,0.5255027,0.5254921,0.525482,0.5254723,0.5254631,0.5254544,0.5254462,0.5254385,0.5254312,0.5254244,0.5254181,0.5254123,0.5254069,0.5254021,0.5253977,0.5253937,0.5253903,,,,,,,,,,
,,,94,0.5255494,0.5255368,0.5255248,0.5255133,0.5255022,0.5254916,0.5254815,0.5254719,0.5254628,0.5254541,0.525446,0.5254383,0.525431,0.5254243,0.525418,0.5254122,0.5254069,0.5254021,0.5253977,0.5253938,,,,,,,,,,
,,,94.5,0.5255617,0.5255487,0.5255362,0.5255243,0.5255127,0.5255017,0.5254912,0.5254811,0.5254716,0.5254625,0.5254538,0.5254457,0.525438,0.5254309,0.5254242,0.5254179,0.5254122,0.5254069,0.5254021,0.5253978,,,,,,,,,,
,,,95,0.5255743,0.5255609,0.525548,0.5255356,0.5255237,0.5255122,0.5255012,0.5254907,0.5254807,0.5254712,0.5254621,0.5254536,0.5254455,0.5254378,0.5254307,0.525424,0.5254178,0.5254121,0.5254069,0.5254021,,,,,,,,,,
